#{"t_start": 1732831796.8032212, "env_id": "None"}
r,l,t
-87.95762,5,1.996524
-94.67207,4,1.996545
-98.118965,2,1.998336
-94.55757,3,1.998358
-90.503265,6,2.001638
-97.206825,3,2.003458
-90.05619,4,2.003479
-95.229965,4,2.008383
-78.499565,11,2.008404
-87.330444,7,2.014713
-74.98515,12,2.016413
-76.27414,9,2.0181
-80.87761,8,2.021478
-97.506775,2,2.0215
-64.19408,15,2.023297
-81.191505,10,2.025009
-83.59916,7,2.030127
-92.850006,4,2.030151
-94.58395,3,2.031828
-82.50688,11,2.035247
-93.41371,6,2.035273
-92.6304,4,2.037071
-90.1481,5,2.038875
-72.87998,10,2.040697
-98.118965,2,2.04072
-97.66496,2,2.044274
-97.924904,2,2.047637
-87.52996,6,2.050845
-80.244545,10,2.052536
-85.442406,9,2.054221
-98.118965,2,2.055915
-73.85723,13,2.057722
-97.81725,2,2.057743
-98.24951,2,2.061114
-84.52883,8,2.061136
-91.23734,5,2.064373
-96.63414,3,2.066181
-83.832886,9,2.066202
-97.39001,3,2.069525
-81.528244,7,2.069546
-97.4107,3,2.071486
-83.113884,6,2.071507
-95.418945,3,2.071519
-94.12715,3,2.074871
-97.69506,3,2.074892
-51.579502,26,2.076919
-94.30962,3,2.07694
-96.60154,3,2.076952
-94.51842,3,2.076961
-98.118965,2,2.078636
-98.24951,2,2.080314
-90.54402,4,2.082004
-98.118965,2,2.085359
-95.3468,5,2.085381
-90.3493,6,2.087202
-90.221466,6,2.087223
-96.527405,3,2.09058
-87.59414,7,2.090601
-93.14299,4,2.092396
-97.1667,3,2.092417
-98.118965,2,2.094104
-98.11449,3,2.095906
-98.130875,2,2.095927
-79.49068,10,2.097621
-94.42159,4,2.099332
-97.28572,4,2.104104
-82.773674,7,2.110468
-78.12235,10,2.110489
-82.95926,11,2.113723
-86.7818,7,2.115728
-59.70091,17,2.115749
-76.032845,12,2.115761
-96.26835,3,2.11577
-98.24951,2,2.117473
-97.71206,2,2.119158
-97.23386,2,2.121105
-96.166145,3,2.121126
-88.11847,6,2.121138
-95.59171,4,2.122828
-97.63549,2,2.124525
-97.82719,2,2.126321
-91.54271,4,2.126341
-97.36335,3,2.131269
-90.66337,6,2.13296
-98.01389,2,2.134696
-92.06057,5,2.136484
-73.000534,12,2.1384
-81.306564,9,2.138422
-93.95268,3,2.138434
-84.66084,7,2.140182
-93.135185,4,2.14534
-97.52716,3,2.145362
-90.220276,7,2.147181
-93.314156,6,2.148914
-79.126236,9,2.152143
-89.761604,5,2.155382
-97.22086,3,2.15707
-77.99239,8,2.158859
-98.24951,2,2.15888
-97.37622,2,2.160697
-82.063,7,2.160718
-68.78333,14,2.162498
-73.0692,10,2.16252
-98.118965,2,2.164236
-94.45944,4,2.165913
-97.31866,3,2.169332
-94.206894,4,2.169353
-90.81253,4,2.169364
-95.981,3,2.171042
-82.15828,8,2.174277
-90.74923,4,2.176191
-76.861984,10,2.176212
-92.21889,4,2.176224
-94.301735,4,2.181104
-96.526,3,2.181125
-78.29975,9,2.184469
-89.16574,5,2.184489
-78.25699,11,2.189268
-80.17046,9,2.190988
-98.24951,2,2.192785
-89.2769,5,2.192806
-88.489914,8,2.194493
-98.118965,2,2.196292
-97.48739,3,2.196313
-82.23522,11,2.199548
-97.81111,2,2.202799
-91.15077,7,2.20613
-84.41263,8,2.206151
-81.49141,7,2.207845
-64.50093,16,2.211105
-91.677864,4,2.212898
-91.221176,4,2.212919
-97.55024,3,2.216265
-90.654434,5,2.21629
-62.602432,15,2.221092
-94.25775,4,2.222975
-89.14597,6,2.222997
-88.94052,5,2.224764
-97.53011,2,2.228073
-90.245834,5,2.233136
-57.82947,18,2.234846
-95.74634,4,2.236805
-84.62157,7,2.236829
-98.24951,2,2.240247
-62.676872,15,2.240268
-92.51008,4,2.242164
-91.43724,4,2.243991
-73.73271,13,2.245801
-95.97998,3,2.245822
-82.28215,10,2.251077
-96.02253,4,2.251098
-84.92056,6,2.25111
-98.14288,3,2.251118
-87.08042,7,2.254332
-85.61792,7,2.262216
-82.93093,8,2.266994
-67.69121,12,2.27023
-97.31276,2,2.273576
-82.21471,7,2.273597
-63.00149,18,2.275292
-98.118965,2,2.277014
-95.642166,3,2.278722
-95.95244,4,2.282116
-83.207,9,2.282137
-94.9806,3,2.283848
-91.98569,5,2.285554
-40.43602,24,2.290413
-88.30983,6,2.292111
-86.5122,6,2.294058
-98.24951,2,2.29408
-44.482494,26,2.294091
-87.091156,6,2.295792
-97.62697,3,2.297492
-76.0552,11,2.300862
