#{"t_start": 1732828815.355772, "env_id": "None"}
r,l,t
-98.7119,2,1.209416
-94.522064,3,1.212962
-82.30404,14,1.214848
-65.54648,18,1.214871
-90.02638,4,1.21665
-94.14798,3,1.218669
-99.986145,2,1.218694
-86.83665,12,1.222701
-93.15038,4,1.222724
-84.03526,8,1.222736
-100.575195,2,1.226241
-89.34316,5,1.226264
-97.004814,3,1.228117
-97.408966,3,1.231544
-93.39459,7,1.235019
-90.85089,4,1.235041
-76.81081,10,1.236895
-90.94006,10,1.236916
-94.9575,7,1.23871
-91.53917,4,1.242086
-88.24009,7,1.243938
-89.75116,5,1.24396
-97.476875,2,1.245922
-98.74038,4,1.245944
-98.771736,5,1.245956
-87.73523,6,1.247711
-100.903625,2,1.249564
-101.0,2,1.249586
-93.63268,5,1.252945
-89.57266,7,1.256303
-97.43389,3,1.258212
-98.5307,5,1.258234
-97.95207,3,1.263155
-93.9556,4,1.265034
-85.87808,10,1.265056
-101.0,2,1.266785
-97.19701,3,1.270381
-93.30059,12,1.270403
-67.778625,14,1.270415
-97.201355,3,1.27215
-92.21347,5,1.278696
-90.22665,6,1.280453
-103.67385,11,1.283807
-93.340416,4,1.285556
-98.60499,2,1.287318
-86.32241,5,1.28909
-101.0,2,1.290967
-86.337494,12,1.290989
-89.06279,13,1.294373
-73.86881,23,1.296349
-86.524956,6,1.296371
-97.21372,3,1.296383
-86.91681,6,1.299753
-95.980804,3,1.301528
-90.578735,7,1.305008
-101.0,2,1.308363
-94.919785,7,1.310349
-98.78197,5,1.31037
-90.57136,4,1.310383
-86.943634,9,1.312133
-98.477905,2,1.314004
-101.0,2,1.314029
-99.42797,2,1.317709
-96.106705,3,1.317736
-92.38878,7,1.321576
-92.22218,14,1.323344
-85.39136,6,1.328536
-90.278114,5,1.330298
-89.65756,5,1.332183
-101.0,2,1.332205
-98.49407,2,1.335798
-101.0,2,1.335819
-96.71094,3,1.335831
-68.46798,17,1.340889
-91.096634,4,1.342638
-101.0,2,1.344608
-81.30406,17,1.34463
-79.511566,15,1.344643
-90.89909,6,1.3465
-99.677414,2,1.346522
-101.0,2,1.348268
-97.378876,3,1.350126
-101.0,2,1.350147
-88.98942,5,1.353484
-100.47688,2,1.356821
-89.10133,5,1.35857
-90.591675,8,1.360323
-91.79906,7,1.362092
-94.7791,3,1.365464
-92.0282,7,1.368791
-84.746635,13,1.370544
-101.0,2,1.372291
-88.70309,7,1.37417
-97.257935,5,1.374192
-59.63367,24,1.3777
-101.0,2,1.377722
-102.00875,6,1.381177
-101.0,2,1.381199
-97.319115,3,1.386366
-82.299835,16,1.386388
-101.913536,7,1.3864
-80.52894,9,1.388143
-90.18573,7,1.389898
-99.510735,2,1.391645
-98.73099,5,1.39504
-95.52399,3,1.396783
-76.1092,12,1.401736
-95.55929,10,1.403764
-78.851,10,1.403787
-98.303474,5,1.412092
-93.88352,8,1.412116
-79.36406,13,1.413992
-95.50514,5,1.414014
-76.7784,12,1.417589
-97.662766,5,1.421582
-101.98429,9,1.421611
-84.25807,8,1.42837
-76.667015,9,1.428392
-86.19784,7,1.430265
-87.73936,9,1.430287
-96.89247,6,1.438536
-92.64091,6,1.438558
-97.45512,3,1.443523
-94.48077,11,1.44846
-93.60314,7,1.450217
-93.78532,13,1.452667
-80.97156,18,1.452689
-100.13761,5,1.452702
-99.53082,2,1.454957
-99.28686,2,1.459356
-97.48517,3,1.463276
-89.474655,6,1.468058
-101.0,2,1.468083
-97.95576,2,1.472373
-93.12344,4,1.472397
-90.59702,7,1.480015
-52.02545,26,1.483617
-95.95463,4,1.487789
-91.39023,5,1.487812
-84.581085,6,1.495329
-90.01789,5,1.503863
-93.52702,3,1.503888
-78.95154,8,1.509239
-78.393845,12,1.509264
-100.67079,2,1.509278
-75.33159,8,1.511039
-101.0,2,1.512783
-96.10092,5,1.514767
-97.0704,3,1.514789
-101.5613,4,1.516574
-90.64058,14,1.518517
-90.493126,7,1.525497
-90.07962,8,1.525521
-86.49721,6,1.525534
-95.19803,6,1.527439
-94.048256,5,1.527461
-95.55076,3,1.530961
-97.6832,2,1.530983
-95.53709,4,1.532727
-101.0,2,1.53453
-98.940346,2,1.536287
-86.02012,6,1.538212
-96.02206,4,1.538234
-99.85957,2,1.539983
-93.02867,4,1.541907
-101.0,2,1.541929
-96.06635,3,1.545389
-90.74423,4,1.545411
-96.46316,3,1.54727
-88.295685,12,1.547292
-91.34958,6,1.55238
-85.44646,21,1.552402
-97.298676,4,1.554154
-96.43396,6,1.555941
-93.13422,4,1.559376
-77.067856,9,1.561192
-84.38863,6,1.563106
-99.187965,5,1.563129
-99.769615,2,1.564919
-100.469284,2,1.566728
-93.19141,4,1.570175
-93.23877,5,1.573615
-91.74262,11,1.575412
-101.0,2,1.577192
-63.27315,18,1.579
-101.0,2,1.580801
-101.0,2,1.584262
-92.982025,11,1.586067
-76.07385,17,1.589497
-97.60291,4,1.593167
-73.60347,13,1.593189
-93.95601,10,1.593202
-78.977425,9,1.594989
-101.0,2,1.596776
-101.0,2,1.598698
-92.939896,3,1.598721
-97.810265,3,1.604062
-97.81505,3,1.604085
-86.08898,6,1.604098
-93.086266,9,1.605889
-98.16422,3,1.611163
-89.904564,7,1.611186
-94.96327,4,1.617889
-91.6531,8,1.619745
-64.54448,21,1.623669
-90.84049,4,1.625471
-79.95129,12,1.627276
-95.194786,5,1.629276
-98.44487,2,1.629298
-83.63945,13,1.631211
-90.519165,11,1.631234
-99.56638,5,1.633129
-101.0,2,1.633151
-97.34717,3,1.635051
-101.0,2,1.635073
-90.46875,4,1.638786
-101.0,2,1.638808
-82.88492,6,1.638821
-101.0,2,1.642499
-91.34973,5,1.642521
-98.60711,4,1.642534
-95.674614,6,1.644322
-94.57348,4,1.646116
-96.06775,3,1.647893
-86.409744,6,1.64969
-91.798065,5,1.651493
-97.2331,3,1.653274
-97.021484,3,1.655056
-97.02295,3,1.658419
-88.93012,9,1.661776
-88.69093,8,1.665123
-72.96351,13,1.667098
-98.191986,3,1.66712
-71.06001,14,1.667133
-93.29707,4,1.672103
-100.25707,4,1.673962
-82.45982,9,1.673983
-101.0,2,1.677337
-98.65407,3,1.679072
-97.47876,2,1.680832
-91.20175,9,1.682713
-74.63045,16,1.682735
-96.30475,3,1.684493
-98.80277,2,1.68637
-95.44644,3,1.686392
-97.01635,3,1.688156
-90.943405,4,1.691516
-80.29103,12,1.693281
-89.067474,5,1.695152
-66.48349,16,1.695174
-95.08831,6,1.69853
-97.3308,3,1.703501
-90.91854,7,1.70536
-87.84114,11,1.705382
-93.104485,9,1.712153
-93.61236,4,1.714137
-92.24352,5,1.714159
-86.24097,13,1.715925
-83.58174,12,1.71768
-85.529686,5,1.721584
-102.445816,4,1.721612
-87.324615,8,1.721624
-94.97266,3,1.721634
-94.36996,4,1.725619
-101.0,2,1.725644
-99.82676,2,1.725657
-97.931885,3,1.727492
-101.0,2,1.72942
-100.249016,4,1.729442
-98.04121,2,1.732962
-97.63189,3,1.732984
-99.19423,2,1.736508
-83.95737,12,1.73653
-95.59531,3,1.738516
-82.732735,7,1.738539
-96.734604,5,1.738552
-83.63414,8,1.740389
-99.70987,2,1.742263
-98.72701,2,1.742285
-94.18765,3,1.744071
-97.00145,3,1.747448
-89.17848,5,1.749218
-92.9302,5,1.751106
-85.88171,8,1.751128
-101.0,2,1.752883
-83.79691,12,1.757901
-87.96959,8,1.761256
-101.03967,8,1.764727
-101.0,2,1.764749
-92.814,7,1.769734
-66.36273,16,1.771703
-81.28548,12,1.771725
-102.79006,4,1.771737
-101.0,2,1.775089
-92.257576,7,1.776945
-95.03282,3,1.776968
-73.4786,15,1.778834
-101.0,2,1.778856
-94.53157,6,1.780704
-99.55801,2,1.780726
-104.0535,6,1.782466
-93.73924,4,1.784216
-95.85469,3,1.785966
-100.78667,2,1.789353
-95.87867,8,1.794469
-90.18965,9,1.794491
-101.0,2,1.797957
-89.76063,8,1.797979
-92.12174,10,1.799965
-90.38306,12,1.799987
-97.11915,3,1.799998
-101.0,2,1.803473
-93.020676,3,1.803495
-79.39072,10,1.806859
-89.13036,5,1.808848
-87.891396,5,1.80887
-97.64012,3,1.808881
-100.58509,4,1.810637
-101.0,2,1.815668
-101.0,2,1.819091
-82.04506,12,1.821092
-100.70756,7,1.821121
-90.25853,7,1.822928
-94.62618,3,1.824749
-97.49222,3,1.827124
-91.1573,9,1.827147
-97.06301,4,1.830717
-91.456955,11,1.830739
-101.0,2,1.834148
-94.32837,6,1.835947
-93.989845,6,1.837907
-84.96975,9,1.837929
-96.34709,3,1.839684
-100.22405,2,1.841457
-89.900925,4,1.843423
-86.26577,9,1.843445
-84.62817,7,1.843457
-89.405334,5,1.847026
-99.52555,2,1.847048
-99.40385,2,1.84706
-100.05114,2,1.850397
-97.114105,3,1.852147
-98.06669,5,1.855516
-77.20422,9,1.857277
-101.0,2,1.859282
-97.215355,9,1.859303
-89.55565,5,1.859316
-99.759544,2,1.862667
-95.941734,3,1.864438
-94.61358,3,1.867777
-97.02558,3,1.869539
-84.19568,8,1.873006
-97.41387,3,1.873028
-82.72896,20,1.874778
-97.99263,2,1.876532
-99.23005,2,1.880134
-87.53359,6,1.880157
-98.351494,4,1.880169
-71.27564,14,1.882032
-78.98509,17,1.882054
-101.0,2,1.883787
-97.19726,3,1.885543
-93.840195,6,1.890494
-91.661575,4,1.892262
-101.0,2,1.894018
-88.42817,7,1.895923
-95.561874,8,1.895945
-97.15681,3,1.89775
-71.06288,10,1.899517
-97.22172,3,1.901288
-97.09213,3,1.903064
-59.99844,17,1.904866
-97.02401,3,1.906862
-93.49521,4,1.906884
-101.0,2,1.906896
-101.0,2,1.908662
-99.60936,2,1.910431
-87.23059,12,1.918746
-88.67125,7,1.920671
-96.50358,8,1.924215
-98.69452,2,1.927961
-71.69253,18,1.927986
-92.93532,6,1.929831
-97.00078,3,1.933287
-76.500565,13,1.935313
-97.2279,3,1.935341
-84.027725,8,1.935354
-74.155266,18,1.940351
-93.50284,4,1.942168
-98.12189,2,1.943981
-91.61493,4,1.949121
-79.97284,12,1.949143
-81.82062,9,1.950905
-97.05978,3,1.954466
-97.10232,3,1.954492
-63.597244,13,1.956435
-95.81804,12,1.956458
-81.83019,8,1.958213
-99.725204,2,1.960071
-94.29586,3,1.960094
-97.0043,3,1.965214
-93.28995,8,1.96859
-99.13779,2,1.972199
-81.09763,9,1.972221
-81.02377,7,1.972233
-96.484886,5,1.973978
-98.54617,2,1.975897
-101.0,2,1.975919
-99.51456,2,1.97772
-65.46362,16,1.979594
-94.4024,4,1.979616
-101.0,2,1.981408
-91.81605,5,1.984935
-86.23866,5,1.984957
-95.736595,4,1.986705
-96.6709,4,1.988477
-65.36174,18,1.990239
-99.540825,4,1.992031
-102.55347,4,1.995643
-101.0,2,1.995665
-92.55569,5,1.995677
-94.12809,4,1.997538
-86.23358,10,1.99756
-97.005516,3,2.002535
-97.01204,11,2.004335
-101.0,2,2.006097
-89.66728,6,2.008025
-86.113556,7,2.008047
-86.49653,8,2.009912
-98.20266,8,2.009934
-93.69418,4,2.011683
-97.1938,3,2.01345
-97.06331,3,2.015331
-101.0,2,2.015353
-95.900734,4,2.018771
-84.85142,6,2.020947
-101.0,2,2.020973
-101.0,2,2.020985
-94.16367,3,2.020995
-101.0,2,2.022803
-95.10801,3,2.026308
-101.0,2,2.02633
-92.91373,5,2.029832
-84.24427,6,2.031641
-93.50066,4,2.033383
-91.42222,4,2.036787
-94.88758,5,2.040316
-67.0894,19,2.042201
-79.89075,12,2.042223
-87.92916,10,2.04398
-100.820366,6,2.047523
-96.075745,8,2.047544
-103.0,4,2.051125
-99.343056,6,2.051147
-101.0,2,2.051159
-91.970276,6,2.052905
-99.487144,2,2.054784
-103.0,4,2.054806
-75.10202,9,2.058169
-101.0,2,2.061666
-93.00136,5,2.061688
-93.31221,5,2.063444
-96.0634,6,2.065196
-96.347305,5,2.070265
-97.153786,3,2.070288
-92.203,5,2.072046
-71.28252,13,2.073797
-87.182816,8,2.075678
-86.454865,14,2.0757
-89.5481,5,2.079067
-95.26134,5,2.080943
-90.50695,4,2.080965
-96.20503,4,2.08282
-93.63181,7,2.082842
-97.175285,3,2.08459
-97.39414,3,2.086358
-97.68691,4,2.089858
-90.80179,5,2.08988
-87.395584,5,2.093375
-92.81281,6,2.093398
-89.874725,5,2.09836
-84.67568,14,2.100126
-97.79555,5,2.101891
-87.49833,10,2.10367
-97.3889,3,2.105552
-100.19819,2,2.105574
-90.11043,10,2.110669
-84.65255,7,2.110695
-95.99748,4,2.117254
-101.0,2,2.122417
-71.58406,20,2.125813
-93.18632,4,2.129373
-85.17921,13,2.129395
-94.67588,3,2.134703
-97.087555,3,2.134729
-73.961815,17,2.136531
-100.397865,2,2.138805
-65.72063,15,2.138833
-86.34444,9,2.142415
-97.08339,3,2.142439
-97.55164,3,2.144267
-96.006874,5,2.147818
-97.6309,3,2.1497
-92.845024,4,2.149723
-79.82334,10,2.15311
-97.251114,3,2.154885
-80.06394,8,2.156649
-89.914894,6,2.158434
-93.538574,4,2.160221
-98.41282,2,2.161992
-92.09403,8,2.163733
-86.98883,8,2.168716
-92.95151,6,2.172122
-16.728546,39,2.173982
-87.718285,6,2.174004
-95.564926,4,2.17576
-102.83154,4,2.179293
-95.5469,3,2.179315
-99.91327,2,2.182665
-84.32327,14,2.184431
-60.500343,17,2.186182
-90.54257,8,2.189657
-102.71861,4,2.189679
-99.84494,2,2.193063
-96.0601,6,2.196398
-97.07389,3,2.198158
-93.597206,17,2.203244
-91.32929,4,2.203266
-89.13241,5,2.206719
-97.42868,2,2.206741
-72.308624,17,2.208608
-84.31712,14,2.20863
-93.96576,4,2.210475
-80.85287,12,2.210497
-100.39704,4,2.213962
-98.29917,4,2.215726
-97.78348,4,2.224369
-74.53381,10,2.226263
-93.12526,8,2.226285
-91.17102,10,2.228156
-82.61289,7,2.228177
-97.84934,3,2.230068
-83.59567,10,2.230091
-101.0,2,2.232064
-101.0,2,2.232086
-95.29068,3,2.232098
-101.0,2,2.233971
-94.60794,3,2.237427
-98.30354,5,2.239253
-87.70579,10,2.244206
-89.95833,4,2.246024
-90.22197,6,2.247798
-101.0,2,2.24989
-83.97935,10,2.249912
-95.00149,9,2.249925
-97.04935,3,2.249934
-101.0,2,2.251698
-98.073616,2,2.253459
-97.006096,3,2.255321
-85.636246,13,2.255343
-97.01328,3,2.257091
-101.0,2,2.260509
-89.71856,7,2.262516
-102.79305,4,2.262537
-93.04846,4,2.26255
-84.56937,7,2.266127
-85.865486,9,2.266149
-99.582855,2,2.266161
-101.0,2,2.269558
-90.21999,5,2.271304
-101.0,2,2.273194
-89.50658,6,2.273216
-91.09727,5,2.275199
-87.68547,8,2.275221
-94.31342,5,2.275234
-101.0,2,2.277097
-96.193825,3,2.277118
-94.442764,4,2.282211
-95.664696,5,2.282233
-101.0,2,2.285589
-91.23445,7,2.289063
-98.60757,2,2.289086
-87.35067,6,2.298837
-70.663216,16,2.30224
-93.49303,16,2.304027
-52.836323,19,2.307438
-96.79727,3,2.312418
-95.23733,9,2.3143
-89.17981,6,2.314322
-72.78339,21,2.317688
-93.591934,4,2.319451
-92.199135,5,2.324841
-84.37998,13,2.326699
-98.25889,3,2.331909
-99.752396,4,2.331932
-88.346375,11,2.335421
-97.65038,10,2.337327
-61.333656,27,2.337349
-101.05515,4,2.33924
-97.039444,3,2.341211
-100.86255,2,2.341233
-83.258156,12,2.343101
-97.07224,3,2.343122
-95.311745,7,2.34501
-97.522545,3,2.345031
-101.0,2,2.346883
-98.12052,3,2.346905
-90.22246,5,2.350395
-95.73895,3,2.350418
-97.20946,3,2.352183
-89.285706,8,2.357258
-95.28221,4,2.35728
-80.499886,7,2.359157
-100.45697,5,2.359179
-98.27683,5,2.360947
-91.49858,7,2.369071
-82.19208,8,2.370879
-71.36263,16,2.372767
-82.340836,8,2.372789
-98.22408,3,2.374538
-85.83514,9,2.376418
-99.316826,2,2.37644
-95.58661,11,2.378211
-97.89077,5,2.381755
-95.32802,3,2.381777
-99.09192,5,2.385148
-86.01707,5,2.386915
-100.51148,4,2.388697
-97.00439,3,2.390461
-76.19737,12,2.392236
-97.60163,5,2.395737
-94.10501,4,2.395759
-101.20521,4,2.399461
-101.0,2,2.399483
-101.0,2,2.399495
-84.35617,10,2.399504
-70.55915,15,2.401265
-96.35993,3,2.404665
-98.30145,4,2.406546
-98.19182,3,2.406568
-96.10164,6,2.409946
-97.0371,3,2.414923
-83.69333,9,2.420136
-77.740555,12,2.420161
-89.97726,8,2.420173
-94.62226,9,2.422077
-101.0,2,2.424033
-95.12702,4,2.429245
-92.468285,7,2.429268
-93.504196,4,2.429281
-68.8703,22,2.431106
-93.16166,4,2.43287
-92.87106,3,2.434631
-101.0,2,2.438473
-83.97598,6,2.440349
-97.91445,4,2.440371
-86.72567,6,2.442307
-101.0,2,2.442328
-101.0,2,2.444135
-87.841255,12,2.445969
-90.73722,4,2.447868
-97.785835,2,2.44789
-92.00022,5,2.451362
-97.22476,3,2.451385
-90.11937,4,2.461296
-86.343796,16,2.461332
-89.433395,9,2.461345
-91.51694,5,2.479674
-81.35264,12,2.483948
-95.97231,6,2.483978
-101.0,2,2.488109
-69.22306,14,2.492338
-101.0,2,2.492361
-85.34152,8,2.492373
-101.0,2,2.496504
-84.0319,13,2.496526
-91.399185,4,2.50751
-97.30458,3,2.507535
-97.00407,3,2.507547
-94.659325,4,2.507556
-98.01203,2,2.510967
-95.623474,10,2.514393
-97.50392,3,2.516259
-95.77288,5,2.516281
-98.25007,6,2.518142
-99.1979,2,2.518164
-98.51859,7,2.520158
-101.0,2,2.520193
-81.68759,13,2.523949
-97.498055,3,2.525807
-99.20446,5,2.529363
-82.26177,8,2.533041
-95.05196,6,2.533064
-98.744736,2,2.533076
-95.58669,5,2.535001
-89.62833,8,2.535023
-101.0,2,2.536891
-97.02231,3,2.542543
-90.35862,4,2.542571
-91.614624,9,2.544541
-86.73198,5,2.544564
-101.0,2,2.546391
-87.415665,9,2.549822
-76.162704,10,2.551671
-101.0,2,2.553468
-97.15058,3,2.55856
-89.289,9,2.560354
-78.82727,10,2.562191
-101.0,2,2.564006
-79.58008,16,2.570712
-95.94698,6,2.572534
-73.31476,16,2.574473
-88.10333,9,2.574495
-98.74856,3,2.578063
-64.85498,15,2.578085
-100.10319,4,2.581541
-100.08563,4,2.585016
-82.28566,13,2.586812
-92.58859,10,2.588748
-86.1922,8,2.588771
-97.16999,3,2.590684
-87.13809,7,2.590714
-99.03875,2,2.592506
-97.38414,5,2.596098
-96.28227,4,2.596121
-97.448456,3,2.597922
-73.2625,10,2.599844
-88.8893,5,2.599867
-90.4959,6,2.601665
-96.68834,4,2.605384
-91.55374,5,2.605407
-97.29114,3,2.60542
-97.868126,3,2.607232
-101.0,2,2.609027
-98.32754,2,2.610846
-75.5873,9,2.61266
-98.80418,5,2.614474
-85.09067,9,2.616282
-90.86744,7,2.618102
-97.272896,3,2.621592
-90.898415,8,2.623467
-92.1593,6,2.625302
-98.070145,2,2.630751
-80.58539,10,2.630774
-97.000015,3,2.630787
-95.0989,8,2.634249
-97.20962,3,2.636074
-97.0302,8,2.637895
-98.74085,5,2.639755
-93.695854,3,2.643607
-75.76032,16,2.643634
-87.12031,8,2.645494
-92.67798,4,2.64732
-97.7376,3,2.649144
-81.8306,10,2.652718
-94.12792,4,2.65274
-94.39868,3,2.654553
-101.0,2,2.656326
-101.0,2,2.659675
-92.92528,8,2.661479
-91.746216,5,2.663253
-93.37457,12,2.665017
-90.83426,4,2.666898
-85.35333,8,2.66692
-101.0,2,2.670286
-90.27925,5,2.673869
-87.58459,7,2.673892
-93.20398,4,2.673903
-63.20256,23,2.677295
-101.0,2,2.680646
-89.738846,5,2.682413
-92.17013,6,2.684183
-101.0,2,2.686033
-82.253525,9,2.686055
-85.042046,14,2.687809
-97.37947,3,2.689581
-93.1998,6,2.691455
