#{"t_start": 1732836281.8321323, "env_id": "None"}
r,l,t
-88.0,4,1.370581
-96.0,2,1.370593
-64.0,10,1.370601
-64.0,10,1.372313
-96.0,2,1.374177
-96.0,2,1.374198
-88.0,4,1.377471
-84.0,5,1.37917
-84.0,5,1.382444
-80.0,6,1.387342
-68.0,9,1.389061
-72.0,8,1.392321
-80.0,6,1.398825
-88.0,4,1.398847
-36.0,17,1.400562
-96.0,2,1.402424
-56.0,12,1.402446
-64.0,10,1.40424
-92.0,3,1.406074
-96.0,2,1.406096
4.0,27,1.407818
-96.0,2,1.411301
-92.0,3,1.411323
-76.0,7,1.411335
-80.0,6,1.413034
-92.0,3,1.41647
-88.0,4,1.418238
-68.0,9,1.420026
-68.0,9,1.42179
-88.0,4,1.425208
-88.0,4,1.430483
-84.0,5,1.430505
-64.0,10,1.430517
-96.0,2,1.433898
-72.0,8,1.433919
-56.0,12,1.436126
-76.0,7,1.43812
-88.0,4,1.438142
-92.0,3,1.439945
-84.0,5,1.439966
-88.0,4,1.441812
-92.0,3,1.441833
-92.0,3,1.443667
-92.0,3,1.443689
-96.0,2,1.445487
-92.0,3,1.445509
-96.0,2,1.447265
-96.0,2,1.448971
-84.0,5,1.452247
-72.0,8,1.454055
-96.0,2,1.455876
-80.0,6,1.455897
-96.0,2,1.45774
-68.0,9,1.457762
-76.0,7,1.459457
-88.0,4,1.462736
-84.0,5,1.464478
-80.0,6,1.467991
-84.0,5,1.468012
-92.0,3,1.469736
-92.0,3,1.473089
-60.0,11,1.476351
-36.0,17,1.478095
-80.0,6,1.479805
-76.0,7,1.484948
-92.0,3,1.484972
-76.0,7,1.488481
-80.0,6,1.488503
-92.0,3,1.49029
-36.0,17,1.492068
-92.0,3,1.495599
-88.0,4,1.495621
-76.0,7,1.497432
-96.0,2,1.499135
-84.0,5,1.500991
-96.0,2,1.501013
-72.0,8,1.502731
-96.0,2,1.504856
-84.0,5,1.504877
-96.0,2,1.504889
-92.0,3,1.504898
-16.0,22,1.506603
-96.0,2,1.508324
-88.0,4,1.513279
-84.0,5,1.513301
-80.0,6,1.515191
-88.0,4,1.515216
-76.0,7,1.517185
-96.0,2,1.517207
-96.0,2,1.519024
-92.0,3,1.519046
-96.0,2,1.520824
-60.0,11,1.52265
-96.0,2,1.522671
-88.0,4,1.524436
-96.0,2,1.52952
-84.0,5,1.531335
-72.0,8,1.531358
-76.0,7,1.536255
-72.0,8,1.538354
-84.0,5,1.538376
-88.0,4,1.538388
-96.0,2,1.540092
-80.0,6,1.541917
-56.0,12,1.541938
-96.0,2,1.543648
-96.0,2,1.545357
-96.0,2,1.547223
-92.0,3,1.547244
-80.0,6,1.549045
-88.0,4,1.552387
-68.0,9,1.554228
-80.0,6,1.557681
-84.0,5,1.557703
-84.0,5,1.561093
-88.0,4,1.561115
-92.0,3,1.562944
-68.0,9,1.562966
-96.0,2,1.564719
-96.0,2,1.566553
-96.0,2,1.566575
-36.0,17,1.568382
-80.0,6,1.568403
-92.0,3,1.570164
-92.0,3,1.571987
-96.0,2,1.572008
-96.0,2,1.573837
-88.0,4,1.573859
-96.0,2,1.575686
-96.0,2,1.575707
-68.0,9,1.577523
-84.0,5,1.577544
-92.0,3,1.58093
-88.0,4,1.580951
-84.0,5,1.582777
-92.0,3,1.582798
-96.0,2,1.58451
-96.0,2,1.587859
-84.0,5,1.591113
-64.0,10,1.592813
-92.0,3,1.596083
-88.0,4,1.599464
-96.0,2,1.599485
-48.0,14,1.604471
-92.0,3,1.604492
-56.0,12,1.607873
-44.0,15,1.607895
-96.0,2,1.611278
-88.0,4,1.6113
-44.0,15,1.624495
-72.0,8,1.624524
-56.0,12,1.624537
12.0,29,1.626247
-96.0,2,1.629751
-52.0,13,1.631488
-96.0,2,1.634886
-52.0,13,1.634908
-88.0,4,1.636714
-92.0,3,1.640121
-68.0,9,1.643432
-80.0,6,1.645254
-60.0,11,1.64528
-52.0,13,1.648649
-72.0,8,1.653807
-64.0,10,1.653829
-76.0,7,1.655827
-88.0,4,1.655849
-80.0,6,1.65586
-96.0,2,1.657571
-92.0,3,1.660872
-64.0,10,1.662692
-88.0,4,1.662714
-80.0,6,1.664432
-80.0,6,1.666357
-96.0,2,1.666378
-92.0,3,1.666391
-92.0,3,1.668172
-96.0,2,1.669933
-92.0,3,1.671655
-88.0,4,1.673484
-68.0,9,1.673506
-88.0,4,1.675275
-96.0,2,1.676996
-92.0,3,1.678722
-80.0,6,1.680427
-92.0,3,1.683715
-96.0,2,1.687035
-48.0,14,1.688851
-72.0,8,1.688873
-92.0,3,1.692259
-76.0,7,1.692281
-64.0,10,1.694112
-92.0,3,1.694134
-48.0,14,1.695838
-92.0,3,1.699119
-96.0,2,1.702398
-76.0,7,1.704151
-68.0,9,1.709291
-72.0,8,1.709312
-88.0,4,1.709324
-92.0,3,1.709333
-48.0,14,1.712624
-88.0,4,1.716045
-44.0,15,1.71801
-92.0,3,1.718032
-80.0,6,1.719885
-88.0,4,1.72342
-96.0,2,1.723441
-72.0,8,1.723453
-68.0,9,1.725151
-80.0,6,1.728759
-92.0,3,1.728786
-88.0,4,1.732141
-72.0,8,1.733886
-84.0,5,1.735593
-88.0,4,1.739183
-84.0,5,1.739205
-84.0,5,1.739218
-84.0,5,1.742537
-88.0,4,1.745818
-84.0,5,1.747645
-92.0,3,1.747666
-76.0,7,1.75144
-96.0,2,1.751463
-64.0,10,1.753297
-36.0,17,1.755074
-92.0,3,1.756792
-76.0,7,1.758517
-96.0,2,1.760232
-76.0,7,1.763513
-88.0,4,1.767081
-96.0,2,1.767104
-76.0,7,1.770442
-48.0,14,1.772161
-96.0,2,1.774016
-88.0,4,1.774038
-92.0,3,1.778858
-72.0,8,1.780671
-40.0,16,1.780693
-84.0,5,1.788677
-60.0,11,1.790391
-60.0,11,1.792109
-12.0,23,1.793939
-92.0,3,1.79396
-92.0,3,1.795667
-96.0,2,1.797388
-56.0,12,1.799108
-88.0,4,1.800828
-96.0,2,1.802759
-88.0,4,1.80278
-92.0,3,1.802792
-76.0,7,1.804558
-92.0,3,1.807837
-92.0,3,1.809649
-88.0,4,1.809671
-76.0,7,1.814518
-88.0,4,1.816371
-16.0,22,1.81813
-96.0,2,1.819891
-80.0,6,1.824903
-92.0,3,1.824925
-60.0,11,1.826657
-48.0,14,1.835087
-84.0,5,1.835113
-20.0,21,1.838482
-76.0,7,1.840208
-96.0,2,1.841954
-76.0,7,1.846992
-76.0,7,1.847015
-88.0,4,1.848812
-80.0,6,1.85071
-32.0,18,1.850732
-96.0,2,1.852701
-44.0,15,1.852727
-96.0,2,1.854665
-96.0,2,1.856493
-96.0,2,1.856515
-80.0,6,1.858348
-80.0,6,1.85837
-96.0,2,1.860188
-84.0,5,1.860209
-92.0,3,1.863521
-84.0,5,1.868521
-84.0,5,1.868543
-92.0,3,1.873673
-80.0,6,1.873695
-92.0,3,1.873707
-56.0,12,1.877017
-92.0,3,1.878939
-92.0,3,1.878961
-92.0,3,1.878973
-36.0,17,1.883806
-84.0,5,1.887235
-80.0,6,1.887256
-72.0,8,1.892205
-92.0,3,1.892226
-96.0,2,1.895553
-12.0,23,1.897483
-80.0,6,1.897504
-72.0,8,1.897516
-84.0,5,1.900778
-92.0,3,1.902487
-40.0,16,1.905827
-92.0,3,1.907876
-88.0,4,1.907897
-80.0,6,1.907908
-76.0,7,1.907917
-92.0,3,1.912854
-68.0,9,1.912876
-88.0,4,1.914703
-84.0,5,1.914724
-96.0,2,1.918432
-92.0,3,1.918458
-76.0,7,1.920238
-84.0,5,1.922282
-88.0,4,1.922304
-72.0,8,1.922316
-92.0,3,1.924035
-92.0,3,1.927322
-88.0,4,1.929021
-80.0,6,1.930738
-80.0,6,1.932455
-64.0,10,1.937705
-80.0,6,1.939552
-84.0,5,1.939573
-84.0,5,1.941297
-92.0,3,1.943222
-84.0,5,1.943244
-96.0,2,1.943256
-96.0,2,1.94724
-92.0,3,1.947262
-84.0,5,1.9498
-88.0,4,1.954732
-96.0,2,1.954777
-92.0,3,1.958941
-28.0,19,1.973416
-88.0,4,1.973441
-88.0,4,1.988366
-64.0,10,1.988395
-44.0,15,1.99584
-56.0,12,1.999944
-52.0,13,2.002424
-72.0,8,2.002447
-96.0,2,2.002477
-80.0,6,2.005898
-76.0,7,2.00773
-84.0,5,2.009492
-96.0,2,2.011405
-84.0,5,2.011427
-96.0,2,2.013177
-76.0,7,2.01517
-96.0,2,2.017104
-68.0,9,2.018878
-96.0,2,2.020686
-96.0,2,2.022557
-88.0,4,2.022579
-96.0,2,2.026148
-72.0,8,2.02617
-88.0,4,2.027986
-64.0,10,2.029938
-96.0,2,2.02996
-84.0,5,2.031771
-96.0,2,2.03357
-96.0,2,2.037143
-76.0,7,2.040724
-96.0,2,2.040747
-24.0,20,2.044293
-84.0,5,2.044316
-92.0,3,2.046289
-92.0,3,2.046313
-60.0,11,2.050006
-60.0,11,2.051991
-92.0,3,2.052013
-96.0,2,2.053826
-84.0,5,2.055694
-92.0,3,2.057496
-88.0,4,2.060953
-64.0,10,2.062858
-88.0,4,2.062881
-92.0,3,2.06654
-96.0,2,2.066562
-56.0,12,2.066575
-68.0,9,2.06849
-80.0,6,2.068516
-92.0,3,2.073611
-84.0,5,2.075516
-76.0,7,2.075538
-96.0,2,2.077459
-80.0,6,2.077481
-76.0,7,2.07938
-96.0,2,2.079402
-80.0,6,2.086372
-88.0,4,2.086394
-64.0,10,2.086407
-84.0,5,2.088194
-76.0,7,2.090108
-96.0,2,2.090131
-72.0,8,2.091907
-88.0,4,2.093823
-96.0,2,2.093846
-92.0,3,2.095753
-88.0,4,2.095776
-92.0,3,2.097552
-96.0,2,2.099468
-76.0,7,2.099491
-84.0,5,2.102908
-88.0,4,2.104702
-96.0,2,2.106843
-80.0,6,2.106865
-76.0,7,2.106878
-88.0,4,2.106888
-92.0,3,2.112108
-92.0,3,2.112131
-88.0,4,2.113925
-84.0,5,2.115786
-64.0,10,2.1176
-92.0,3,2.119412
-84.0,5,2.121232
-92.0,3,2.124767
-60.0,11,2.12479
-72.0,8,2.126552
-80.0,6,2.128486
-96.0,2,2.128508
-92.0,3,2.130257
-96.0,2,2.132069
-88.0,4,2.133986
-96.0,2,2.134009
-72.0,8,2.135765
-56.0,12,2.139414
-96.0,2,2.139438
-84.0,5,2.142937
-96.0,2,2.14296
-88.0,4,2.146437
-84.0,5,2.146459
-88.0,4,2.150475
-96.0,2,2.153863
-60.0,11,2.155683
-44.0,15,2.157441
-72.0,8,2.161
-64.0,10,2.161022
-64.0,10,2.164416
-92.0,3,2.166188
-80.0,6,2.16795
-96.0,2,2.171327
-84.0,5,2.173076
-60.0,11,2.174978
-96.0,2,2.175
-88.0,4,2.179978
-68.0,9,2.181741
-32.0,18,2.185075
-88.0,4,2.186825
-96.0,2,2.188581
-84.0,5,2.190403
-56.0,12,2.195567
-56.0,12,2.19559
-92.0,3,2.195602
-8.0,24,2.202189
-84.0,5,2.204057
-68.0,9,2.204079
-76.0,7,2.207436
-52.0,13,2.209184
-84.0,5,2.211054
-88.0,4,2.211076
-88.0,4,2.21642
-56.0,12,2.216448
-88.0,4,2.218378
-72.0,8,2.2184
-76.0,7,2.220296
-96.0,2,2.220332
-92.0,3,2.222082
-96.0,2,2.224006
-96.0,2,2.224028
-96.0,2,2.227417
-80.0,6,2.229238
-88.0,4,2.231067
-80.0,6,2.232959
-56.0,12,2.232982
-92.0,3,2.236646
-84.0,5,2.23667
-64.0,10,2.236682
-84.0,5,2.240107
-96.0,2,2.241935
-88.0,4,2.245349
-76.0,7,2.247111
-88.0,4,2.24885
-92.0,3,2.250917
-92.0,3,2.253175
-92.0,3,2.256774
-88.0,4,2.256798
-52.0,13,2.258684
-64.0,10,2.258706
-56.0,12,2.260475
-96.0,2,2.262238
-80.0,6,2.26401
-96.0,2,2.26738
-76.0,7,2.269128
-84.0,5,2.270925
-96.0,2,2.274311
-84.0,5,2.276092
-56.0,12,2.277956
-84.0,5,2.277978
-96.0,2,2.279832
-60.0,11,2.279854
-88.0,4,2.281724
-52.0,13,2.281746
-88.0,4,2.286818
-84.0,5,2.28684
-88.0,4,2.288594
-84.0,5,2.290468
-76.0,7,2.29049
-92.0,3,2.292243
-84.0,5,2.295627
-92.0,3,2.297617
-84.0,5,2.297639
-88.0,4,2.297651
-96.0,2,2.301023
-92.0,3,2.302792
-80.0,6,2.30615
-64.0,10,2.307891
-68.0,9,2.312995
-92.0,3,2.313018
-76.0,7,2.314899
-80.0,6,2.316879
-68.0,9,2.316902
-92.0,3,2.318717
-88.0,4,2.320493
-96.0,2,2.322276
-88.0,4,2.32427
-84.0,5,2.324292
-96.0,2,2.324304
0.0,26,2.326086
-96.0,2,2.327958
-96.0,2,2.32798
-96.0,2,2.329728
-72.0,8,2.331582
-96.0,2,2.331604
-80.0,6,2.333354
-96.0,2,2.335229
-92.0,3,2.33525
-96.0,2,2.337019
-72.0,8,2.338779
-96.0,2,2.344038
-92.0,3,2.344062
-96.0,2,2.347444
-92.0,3,2.349209
-72.0,8,2.351114
-72.0,8,2.351136
-88.0,4,2.357387
-92.0,3,2.357421
-52.0,13,2.357433
-40.0,16,2.359192
-92.0,3,2.362557
-68.0,9,2.364326
-80.0,6,2.368055
-84.0,5,2.368077
-68.0,9,2.368089
-96.0,2,2.368098
-96.0,2,2.371581
-80.0,6,2.37333
-60.0,11,2.376838
-84.0,5,2.37686
-96.0,2,2.380243
-68.0,9,2.38362
-72.0,8,2.385382
-60.0,11,2.387362
-88.0,4,2.387384
-72.0,8,2.387396
-92.0,3,2.389152
-96.0,2,2.39268
-92.0,3,2.392702
-80.0,6,2.396063
-56.0,12,2.397944
-80.0,6,2.397966
-88.0,4,2.399723
-68.0,9,2.403413
-88.0,4,2.403435
-96.0,2,2.403447
-80.0,6,2.403456
-88.0,4,2.405209
-96.0,2,2.407079
-96.0,2,2.407101
-96.0,2,2.408838
-96.0,2,2.410698
-96.0,2,2.41072
-96.0,2,2.412466
-96.0,2,2.41431
-92.0,3,2.416245
-64.0,10,2.416267
-92.0,3,2.418053
-68.0,9,2.419815
-92.0,3,2.421584
-96.0,2,2.425049
-80.0,6,2.425071
-44.0,15,2.43011
-96.0,2,2.433717
-84.0,5,2.433739
-68.0,9,2.433751
-60.0,11,2.435623
-68.0,9,2.435645
-96.0,2,2.439022
-92.0,3,2.440795
-60.0,11,2.445832
-76.0,7,2.4476
-84.0,5,2.449485
-72.0,8,2.449507
-92.0,3,2.451247
-92.0,3,2.453119
-96.0,2,2.453141
-96.0,2,2.455226
-52.0,13,2.458658
-88.0,4,2.460418
-76.0,7,2.462187
-56.0,12,2.463944
-88.0,4,2.465699
-92.0,3,2.469307
-60.0,11,2.472947
-76.0,7,2.47297
-76.0,7,2.47473
-92.0,3,2.478223
-84.0,5,2.478246
-96.0,2,2.481714
-84.0,5,2.481736
-96.0,2,2.485083
-76.0,7,2.486948
-92.0,3,2.48697
-76.0,7,2.490446
-96.0,2,2.490468
-44.0,15,2.492224
-96.0,2,2.493996
-92.0,3,2.497475
-76.0,7,2.497497
-80.0,6,2.501096
-88.0,4,2.501118
-96.0,2,2.50113
-92.0,3,2.502908
-92.0,3,2.50628
-88.0,4,2.50806
-52.0,13,2.50984
-80.0,6,2.513237
-88.0,4,2.515211
32.0,34,2.515238
-80.0,6,2.517173
-68.0,9,2.517195
-96.0,2,2.518945
-96.0,2,2.520726
-72.0,8,2.524183
-92.0,3,2.524205
-84.0,5,2.525959
-76.0,7,2.527739
-68.0,9,2.529603
-92.0,3,2.529626
-88.0,4,2.531387
-92.0,3,2.534903
-88.0,4,2.534926
-96.0,2,2.538424
-64.0,10,2.538447
-92.0,3,2.540212
-96.0,2,2.541979
-64.0,10,2.543758
-80.0,6,2.550385
-52.0,13,2.55372
-88.0,4,2.557353
-92.0,3,2.559152
-64.0,10,2.560937
-88.0,4,2.564291
-28.0,19,2.566216
-88.0,4,2.566239
-96.0,2,2.568288
-88.0,4,2.56831
-44.0,15,2.568323
-96.0,2,2.570103
-96.0,2,2.572365
-96.0,2,2.572388
-44.0,15,2.572399
-92.0,3,2.572409
-96.0,2,2.572417
-96.0,2,2.57417
-96.0,2,2.577537
-88.0,4,2.579426
-88.0,4,2.579448
-84.0,5,2.581424
-84.0,5,2.581447
-84.0,5,2.581459
-96.0,2,2.584926
-96.0,2,2.584949
-84.0,5,2.586705
-80.0,6,2.590095
-76.0,7,2.592121
-88.0,4,2.592143
-92.0,3,2.592155
-96.0,2,2.595792
-72.0,8,2.595814
-96.0,2,2.595826
-92.0,3,2.60102
-92.0,3,2.601043
-92.0,3,2.601054
-96.0,2,2.604529
-96.0,2,2.604551
-56.0,12,2.606418
-68.0,9,2.606441
-96.0,2,2.609934
-96.0,2,2.609956
-60.0,11,2.611709
-84.0,5,2.613572
-76.0,7,2.613597
-92.0,3,2.617139
-92.0,3,2.622132
-80.0,6,2.62405
-80.0,6,2.624072
-68.0,9,2.625834
-60.0,11,2.629308
-96.0,2,2.62933
-96.0,2,2.632723
-76.0,7,2.636061
-68.0,9,2.637815
-76.0,7,2.641287
-64.0,10,2.641309
-80.0,6,2.643056
-12.0,23,2.64494
-84.0,5,2.644962
-96.0,2,2.649978
-72.0,8,2.653333
-76.0,7,2.655213
-80.0,6,2.655235
-88.0,4,2.656982
-68.0,9,2.658887
-96.0,2,2.660822
-92.0,3,2.664241
-76.0,7,2.666048
-72.0,8,2.669603
-84.0,5,2.669626
-88.0,4,2.671423
-44.0,15,2.67331
-88.0,4,2.673332
-96.0,2,2.675105
-88.0,4,2.676852
-96.0,2,2.678892
-52.0,13,2.678914
-92.0,3,2.678926
-80.0,6,2.680847
-96.0,2,2.680869
-92.0,3,2.684238
-76.0,7,2.686089
-92.0,3,2.686111
-84.0,5,2.687986
-88.0,4,2.688008
-92.0,3,2.689768
-76.0,7,2.691635
-92.0,3,2.691657
-96.0,2,2.693703
-92.0,3,2.693725
-88.0,4,2.693737
-96.0,2,2.697223
-92.0,3,2.697245
-88.0,4,2.700733
-84.0,5,2.700755
-96.0,2,2.704321
-96.0,2,2.704343
-88.0,4,2.704367
-60.0,11,2.707858
-80.0,6,2.70788
-96.0,2,2.71127
-92.0,3,2.713152
-84.0,5,2.713175
-56.0,12,2.715089
-76.0,7,2.717052
-76.0,7,2.717075
-92.0,3,2.718838
-96.0,2,2.720617
-84.0,5,2.722366
-88.0,4,2.724133
-88.0,4,2.725892
-92.0,3,2.727643
-80.0,6,2.731233
-88.0,4,2.731255
-96.0,2,2.731268
-64.0,10,2.733148
-88.0,4,2.733171
-48.0,14,2.736604
-88.0,4,2.738367
-84.0,5,2.740136
-84.0,5,2.741914
-80.0,6,2.743791
-92.0,3,2.743813
-92.0,3,2.747522
-80.0,6,2.747543
